text,label
المقاطعة هي حل عقابي يستجيب له التاجر الذي يحترم مستهلك بضاعته ويتجاهله التاجر الفرعون النازي الذي يرى نفسه من سلالة الآلهةو,0
ههه قستها فرار😂😉,0
الله يبارك عليها كوندور العملاقة ,0
مبروك بصحتها ولعقوب ليا,0
جام فالصفحة من فضلكم,0
نيك امك بيك باتباعك,1
L'admin kech qbayli drabhalou 😂😂😂😂😂,1
Tarmtak mach,1
......................صح عيد كم كل العم و انتم بالف خير انشاء الله..................,0
المهم الأخلاق والدلاع,0
هاو جاي #ماكرون \nايه علابالي\nياك عندكم 5000 حايك\nايه كاين و سربيناهم \nأيا مليح هكا تحمرولي وجهي☺️☺️ قدام ماكرون\nنتو… @user,0
الي حاكمهم ,0
قالك دشرة وحسدونا فيها يا سبي 😂😂😂😂,1
Ya zebi survet ralya 3lik t9oli te3 k3ab🤣🤣,1
"الي بدا من 1990 موش كيما الي بدا في الألفينات""",0
انتوا بتبيعوا التيليفونات,0
" 
هبلوا عليه..هبلوا! ",0
Aw tiiiz mok,1
زيطوط بالبيري 🤣🤣🤣 ,1
لاتحزن العزيمة و لم الشمل لي الخير  يغلب الآلاف من الفاسقين  أما عن الصحافة فهيا وكر لي الدعارة و الفتن فكيف تحب أن تكشف عن ساقها                                                                       و الله ليس بي غافل عم يصنعون و لكن مئخرهم إلى حين,0
Ya lekelb ,1
وين راه المشكل ياطحان تحوسو تنوضوها وتتفرجو فلبلاد تتحرڨ خونة,1
ربي يجازيك و يهنيك  ربي يعطيك كل خير  ربي يرحمك و أنت حي و يرحم أمك الطاهرة,1
هل يمكن الرد لو اردتم يا داسيا,0
تكرهو لقبايل مفهمتش علاه تقول راهم ينيكو فيكم كرف تاع زبي انا شاوي ونبغي لقبايل ولي معجبوش لحال يدو فوق زبي ,1
"مالغري ما نحملهاش بصح والله غير كلامها كله صح
لي سخنتلهم الفرفارة غير لي حسوها في جنابهم👌",1
انا.من.وهران.باخي.نشري.كوزميتر,0
ماراناش حابسين؟!! 🤔🤔 علاه نتا وين راك و وينت خرجت مع الحراك,0
ماهي اسعار العرض,0
ابدا بروحك 🙂,1
ختك لي كانت هناك🙄,1
Ryh ma tg3r fiha 😠,1
راني حاير في الحمير لي راهم يصدقو فيك عقلهم واش فيه؟ الحمار وميأمنش قد هكا ,1
التاريخ يهدر واش دار فيككم السيد ,0
اللي شاف وزين تاع ربراب في تمنراست و لا و رقلة ولا تندوف ولا تبسة ولا معسكر و لا خنشلة ولا .... يوريهلنا!! دراهم الزواولة بناو بيهم وزينات للدشرة و خلاص !!!    حمود بوعلام بدا يخدم الڨازوز قبل كوكاكولا و ما وصلش رقم أعماله 4 مليار دولار,0
ريبيكا نشتي نتفرجها خطرات بسك تتمنيك والباقي خاطيني 😹,1
فشيتلي قلبي والله,0
الله يرحمو او اوسع عليه,0
اححح مرفق في امان الله,0
وليدات فرانسا يدكم فشيخ,1
بوتفليقة اون بيرسون,0
والبدي علاه مايعرضوهش,0
ان شاء الله اللي قصد بلاصة كي هدي تكمل عليه التم امين يا رب,1
ويخرجو ورا الحجر,1
#من #يتذكر #كلام #رخيس #الجزاير #الكوكايين و #وعوده #ان #العصابة #ستحاسب؟,0
الله يسسلمك,0
وهل فعلا يوجد إرهاب,0
Alf mabrooook wlh tasetahal wrabi yarham.lwalid lkarim,0
امين يا رب,0
انت عندك الخبرة و التجربة في هذا الميدان يا المازدا ,1
ربي يهدي ما خلق انا كي حكيت على واش معناه كلمه لقيط راني غير نظحك انما حبيبنا باين عليه مراهق لو كان انسان واعي ميحكيش بهادي الطريقه,1
ربي يجيب الخير,0
الباجة هذي مزالت كاينة ؟ حسبالي كبرتو,1
المهم ربحنا فريق خخخخخخخ,0
  ربراب فاسد و سعيد و حداد و قايد صالح ووووووو ....,1
الجسر هذا بالحلال الصافي احسن من مشاريع المخطط الخماسي طووووزززززززز وزيد الانعاش الاقتصادي وطووووووووووززززززززززززززز  قلنا الشعب يعيش برحمة ربي .انتهى,1
معطوب الوناس إنسان حارب النضام و الإرهاب و لم يخف من أحد نحن لا نعبده بل نحترم نضاله ⁦❤️⁩ لأنه أول من حارب الفكر الداعشي و ساهم في الإنفتاح الفكري والثقافي في جميع متابعيه هو أسطورة حب من حب و كرها من كره .,0
وشحال الفرن,0
ربهم,0
ربي وكلتك أمري برحمتك أستغيث أصلح لي شأني كله ولا تكلني إلى نفسي طرفة عين و ارزقني اللهم الخير فيما ترضاه لي و الصلاة و السلام على أشرف المرسلين,1
ونتا ڨعد حل قاعك  وختار لكعب من راصك,1
"بالأمس قالوا للشرطي نحي الكسكيطة وخلي خبزة ولادك وأرواح معانا وبعد سجن"" ربراب"" أصبحوا يطالبون بإطلاق صراحه خوفا على خبزة أولادهم ؟!",0
15 ans maskin kouya dz chaft wach darolo,0
اللهم امين يا رب العالمين!!!!,0
وسوة ختك واشي ليحركها يا وحد نقش,1
انت رخيس تاع الجزائر,1
Amin ya allah,0
واش دخلك وزيد بلادنا فيها دراهم وهدو لعرايا واحد فيهم برك يأكل واش عطيتنا الرقم يا بولولو,1
ياعمي العربي تبالي رانا رايحين نروحو فيها كامل بالدولة المدنية بالدولة العسكرية الزلزال يكمنا😂😂,0
نيخمك مالفوق للتحت هدا واش تستاهل يالعاهرة,1
اكيد سوف يساومون حراككم بخروج الجيش خارج البلاد وهدا لستقرار الجزائر يضحون با10 الاف مقابل 40 مليون تعيش في امن وبعدها ولا دولة تقدر تضغط على الجزائر لاالامم المتحدة ولا الاتحاد الاروبي وعندها لايسمعون لطلاباتكم او لندائكم,0
"Harkis goumi ouled franca 
Harkis goumi irhabi ouled franca 
Harkis goumi irhabi ouled franca
Harkis goumi irhabi ouled franca",1
أعتقد أن هناك أشياء لا تتغير رغم كثرة الحديث على إنكار فعلها و حتى قولها، وذلك لوجود الكثير من أمثال هذا الأدمين في الجزائر,0
NiQ moQ,1
انت غدار.. وربراب باع الدم تاع الجزايريين,1
لاكوست كي تبقى قاهي منلبسش تريكو تاعها ...تمساح تتمنيك علاه النمر المقنع,1
ربي يبارك في بنتك,1
عيش ياقليل,0
واش دخل الأمازيغ فؤ الطرول ؟,0
حداري من الألعاب النارية قد تكون سبب الإعاقة العقلية,0
وشحال يدير,0
كلاب فرنسا اولاد الحركى,1
Moustwa bghel 😂😂😂😂😂,1
صاحبي توجد ان .لا يمكن ان يمر الرهابيون مرور الكرام وهو شردمة امام الانظار في الرض وفي السماء ولم ينتبه له احد ولهم مقدورات القتال متفوقة على الارهابيين بألف مرة  ارض جو لا يمكن ان تكون لدي طائرات حربية وسيارات مدججة بالسلاح والرصد ارضي وجوي وتكون هناك مرتزقة ارهابية لا ولا ولا ولا وغير ممكن إنها لعبة يلعبون بها الفرنسيين ومن معهم ,0
ونتي مع من تخرجي انا تبانيلي لي يجي يركب 404,1
"اااه يا زبي يحب برك يطلع التفاعل تاعو يدير بيبليكاسيون على شواكرو 
يا ودي لتها بسروالتك و روح شوف واش يخص في داركم اقضيه ما تتمنيكش بلي كبار عليك من كل الجوانب",1
يارب آمين يارب,0
اححح بردتلي ڨلبي,0
و انتي شكون تان بهلولة وحدة خرى اعينا منكم,1
لعنة الله عليك إلى يوم الدين...,1
هذوك الي راهم يدافعو علي ربراب جامي يحتاجون الزيت مايشروهاش يطيبو بزيت الزيتون وانا شاهد عيان,1
#إحذر  ثم #إحذر هذا أخر وأخطر كرطوش بقا للعصابة هو التفرقة بين الشعب باه ينقص عليهم الضغط تاع الشارع إذا نجحو  وداعا الجزائر باي باي المستقبل الجميل لكن ماشي طروطار سلك واش تقدر تسلك لا تكن غبي ماطيحش في لعبهم ماتسبش خوك  أتعقلو كونو واعيين ربراب راه مصنف في قائمة رجال الاعمال الاثرياء الكبار تاع العالم او مايخصوش نفوذ او يعرف قانون او عندو محامين إذا لقاولو ثغرة تاع فساد الله يسهل عليه و إذا ضلموه راح يجيب حقو ثاني  مع لوقت راح تعرفو بلي توقيفو من طرف الدرك فقط باه يديرو فتنة مابين لعرب او لقبايل او حابيينها تتخلط باسيف  لا تكن غبي خدم عقلك او كون واعي #خاوا  #خاوا,1
صاي هبل راهي غير خلط بلاك تخرب يا زواف,1
Bsah mayfehmouch français hhh,0
شغل يعبدو ه وهو ملحد ميأمنش برب وزيد يقولك هو شهيد المنطق ينتحر فالفيراج لي نا ك امة لي قال عليه سمير ,1
لوكان مجيتش كعبة متعرفش الكعب😂😂,1
غامل تاع سبي 🤟,1
اعتقد ان حداد نهب ثروه اضعاف مضاعفة لما يملك ربراب وربما حتى كونيناف حداد جاهل وميعرفش يحسب,1
وسمعتو لخرا سندوتش فريت بلباطاطا,0
القبايل أحرار ولن يخدعهم الزوافين وعبدة ربراب,0
Khalsok amlih ya khadim elmakhzane sahiouni ,1
ربي يحفظابناء الجيش الوطني الشعبي  وربي ينصرنا على ابناء الجزائر,1
ربي شكون ماتفكرش ميمتو  تهلاو في ماتكم متخلش الدنيا تغركم....دمعة طاحت 😢😢😢😢😢تفكرت ميمتي...الله يرحم جميع المسلمين......,1
بالاسم ولاد الكلب😂,1
ياك ربي هوا رزاق ,0
يعاندو فينا باينة هذي,0
ديبارداي موضح يتكرط بالقراطوار,1
الله سبحانه وتعالى قال فالقرآن الكريم =نحن نرزقهم وإياكم =,0
الله يشافي جميع المرضى,0
انت باينة جيتي مع العادة الشهرية,1
مكبوتين غلطة كي طلبت السماح,1
 وماهي مميزاتها وشكرا مسبقا .,0
Roh t9awed ya zaml rani fl privé konk rajl,1
الله لا تربحك ياوجه القصديرة تحوس تشعل النار,1
والدركي الحنون جبتولو كرسي باش يقعد,0
درك يجيوك (لقد ذكرت آلهتم بسوء),0
خصني في وهران,0
هم الاحرار و الحمد لله الشعب الجزائري واعي و يعرف من هم الإرهابيين,0
اولدي روووح طعتي تحب تهدر على لبلاد مشكلها ارواح لبلادك وهدر مشي راك هارب لهيه عند سيادك ومدرڨ راسك وتحكي مور شاشة وتقول انا وانا ياخي نقش ياخي موت ذليل نيك مك,1
والله يضحكوني الاغاني تع الوقت هذا هههههه فاتت سيارة مداير الغناء صوت عالي و الأغنية وش تقول والله زوج كلمات حتى ال… @user,0
الزلزال راه دير حالة انت مزال تتمنيك بينا ,1
حياك الله استاذ نا الكريم وفقك الله ورعاك بعينيه التي لا تنا م إن شاء الله أمين يارب العالمين أمين ,0
@user عليكم السلام ورحمة الله وبركاته\nنموت عليها راهى قريب مابقاش بزاف,0
A khetik Mel meghareba rabani aleh dayeretena fitena hena tani anedena li ma yessewouch,1
Yakhi baghla,1
(( آمين يارب العالمين )),0
حسبنا الله ونعمة الوكيل فيكم,0
مبروك امير وقوفك فى وجه العصاب نجاح عظيم ,0
عبلوية 100%,1
بدون فارغ,1
حلو الدياراس ولا غلقوها كيف كيف.كي شغل راك تلعب في الداما وهوما قابظين الواد. طالعين ياكلو هابطين ياكلو,1
١٦ هههه,0
راني خارج حبب,0
بارك الله فيك أستاذ وحفظك الله من كل مكروه,0
الله اكون في عونو ويسخرلو ناس الخير الي يدعموه ان شاء الله # اللهم اشفي مرضى المسلمين ورحم موتى المسلمين امين يا رب العالمين.,0
حنا من بكري مانشروش صوالحه ولد دشرة لقى دولة سايبة راه داير رايه بصح كان شعب يطبقها في واقع تشوفو الا يتربى ولا لا,1
ههههههههه,0
اخي زيطوط لبد من التحذير من التنسقية معطوبين الجيش لكن ليس جنودهم بل رئيسهم ولابد ان لا يضربوا الحذر الحذر ولابد ان لا يجعلوا مرباع خاص بهم لابد من ان يكونوا في وسط الشعب لان الامر فيه ان واخواتها الحذر ان النظام يريد ان يفجر الحراك بي ايادي رئيس التنسقية وعلى هذا المطلوب من الحراكيين على حذر و واعي في أقصى درجة لابد ان يكونوا فاطنين ولابد ان يبلغ هذه الرسالة الي مجموعة المعطوبين ان ياخذوا حذرهم من رئيسهم وان لا ينساقوا لي اوامر رئيسهم او اي فوضة النظام يريد تفجير الوضع هذه هي خطاتهم ويردون ان ايفعالوا مثل رابعة في مصر اخي زيطوط لابد ان تحذر من المتواغلين في وسط المعطوبين وقل لهم هذي ليست في مصلحتهم او مصلحة الجزائر هم الخاسر الاكبر فل يحذر الذين اصبهم فتنة او عذاب اليم,0
أنت أكبر جبان عرفته البشرية يا زيطوط الجزائر أكبر منك بي كثير,1
النسبة هي 25 %,0
بارك الله فيكم.  راني شفتها في المحل الجديد انتاع براقي شكرا لكم.,0
الناس لي تخمم صح,0
باينة تكمل هكذا ولى الشعب مخرجش,0
الغسالةبشخال,0
 هاهو لي تحكي عليه ,0
روح قود واش راك حاسبهم رجلة خشب تجيبلهم ارجنتيني ولا فنزويلي ولا براغوياني عندو 18 سنة ويوقفهم ويوريهم الرجلة نتاع الصح,1
قحبة بإمتياز,1
ربي يوفقك خويا جابو. فريق وفاق سطيف فريق ناكر الجميل هاذ الشيء صار مع أكثر من لاعب و خير ذليل هو اللاعب عقبي هشام.,1
ماتشريش زيت ايليو خليه يغمل,0
و عليكم السلام ،,0
اسعار في متناول الجميع الا الجزاءرين المهم حنا ماعندنا زيت ما نحزسو علي حوت باش نقلوه,0
روحو تقودووووووووووو,1
قعد تحسب يا الرخس,1
كلب الكلاب,1
منذ 62بما يسمونه بالاستقلال وهم يخونون الرجال ويشوهون سمعتهم ويقتلونهم حتى يومنا هذا مزالهم بنفس العقلية,1
زلزال على شكل القنبلة الزلزالية ؟؟؟,0
بالانتخبات ول بالبرلمان هم سيصوتون عليه..من احسن البرلمان لكي لا يستفيدو من وراء الانتخبات...اللعاب حميدة والرشام حميدة,0
شوف معا #ختك تسيپورتي #ميلاحة,1
عاهرة وأوساخ 😂,1
Ro7i Niki mon ya bant el 9a7ba ma l9itich rajal kifah rajlak ou khalak,1
يرجى منك التوجه إلى أقرب نقطة بيع لكم لمعرفة المزيد من المعلومات حول سعر الغسالة,0
والله قربت دالتك يا المازدا,1
الله يذلك ويذل اللي صورك واللي خدملك فريت اوملات بالبيض المرة الجاية كول فريت اوملات بيض لحمير ياخنزير,1
لا أعلم لماذا كل هذا التركيز علي اسعد ربراب ومنطقة. القبائل بالذات. السؤال من يريد زعزعة القبائل ما هو الهدف.  هذه الفتنة مقصودة,0
Ma dahkch khouya ☹️,0
الله يدومها,0
تحيا ربراب ♥️🇩🇿♥️🇩🇿,0
ربي يحفظ اطفالنا ويردهم إلى حفظ القران ويؤمنهم من الفتن ويجعلهم دخرا لهده الأمة من مكر الكفار ومن الفتن والبدع والشهوات. عصرهم صعيب.,1
نيك امك 😏,1
كاينة ا شيخ,0
روحي تلعبي يا الصحفية منيش راح ننتقدها هيا ننتقدك نتي لي ما عندك حتى اسلوب كلام و ما تعرفيش تهدري مع ظياف تاعك,1
معطوب ماشي آلهة 🙂,0
السراق سراق ولو كان ربراب,1
خخخخ القبايلي الهايشة ,1
انا من ادرار وين نلقاكم,0
عندك الحق😢💔,0
خي فقر وعيشين خر منك.,1
عمو هيتلر يشبهلو ,1
"جناح القايد قضى على جناح بوتفليقة والان جناح اخر يقضي على جناح القايد الفرق انه كنا نعرف جناح بوتاف وجناح القايد اما الان فلا نعرف اي الأجنحة تتحكم فلو صدقنا قولكم على ان توفيق ونزار يتحكمان فلمذا كنتم ضد من اراد القضاء عليهم 
بمعنى واحد ووحيد انكم لن ترضو بأي جناح حتى ولو كان جناح بعوضة",0
هل توجد لديكم تلفزة 32 انش فول اتش دي وليس اتش دي فقط,0
"ضك يجو يقولو ادم عليه السلام قبايلي 
فرشيطة دزب 😂🤗",1
hhhhhh ttmnyk wasmak tn ghalya 3la wach labs nta mlfok lltaht wen + tahki 3la mouloudia admin rouh tar9,1
شوف سبحان الله  في تهزي ولو مكانش حركيين معروفين,1
 شوف معاه فرر ,0
Coupe de monde t’es pas normale ntiya rouhi diri roukiya allah yahdik ness rahi tkhamame cha tekoule fi ramdan wenti gaada tadabhi ki chadi rouhi Jibi omrah wala haja ,1
الزهر ديما نا مكانش نشارك هكك مثقلة غير عن الصفحة,0
خراي ادمين,1
مركب الغزال الذهبي لرجل الأعمال الجيلالي مهري,0
البناء سهل,0
نسيبورتي مولودية برك,0
اشري. راه سومه شابه,0
والله غير قبائل صح رجالة,0
"و يمكرون و يمكر الله و الله خير الماكرين.
-.دولة مدنية ماشي عسكرية.",0
وانقطاع المياه الصالحة للشرب في جل بلديات العاصمة,0
الخمد لله اجابتي صحيخة,0
 Hadi t3jbk hhhhhh,0
يارب اشفي مرظانا,0
"ماذا يمنعهم من القبض على ربراب رغم أن كل الجزائريين يعرفون انه سارق و خائن.""",1
فريت اوملات بالبيض 😂😂😂😂😂😂😂,0
جميعهم انانيين يخافون على أنفسهم،وتناسو مصلحة  بلادهم والشعب المغلوب على أمره ،هذا ربراب سراق من بكري سرق أموال الشعب هو وغيره يجب أن يحاسبو جميعاً,1
بل بيض,0
"Niveau 4 ème année primaire allah Ghalb 😂😂
Frite Omlets bl البيض 🤮😭",1
ههههه انت 106 لي تهدر عليهم مخناتين كما انت أمير المزاه الارهابي عميل خاين كلاب المخزان والعربي زيتوط الارهابي عميل خاين اسكرجي الدجال الشيطان قيو خلصت عليكم ارجعتو ديرو فلام المخنااين,1
الوووو,0
الجزائر الجديمة,0
"انا لودوكسي أصيل أعط سربس الضفكة 
نخرج ولا نو ",0
Stp khou Zid Khtek Hnaya W Hnaya Kaml M3aha,1
حداد و طحكوت 👌🏻,0
ربي يحفظك يالغالية والله احبك في الله فعلا انت المرأة المحاربة خليتيني نبكي من الفرحة ❤❤❤❤ ربي يعطيك ويحميك من شر الحساد يارب 💖💖💖💖,1
بصح حاجة مافهمتهاش. حتي ربراب مفسد. و احتكر الزيت وسكر لمدة 20 سنة.  عن طريق جينرال توفيق.  ممنوع علي تجار يدخلو الزيت وسكر من غير ربراب. هذا فساد اقتصادي. منذ تسعينات. ولا ولات تكون قبايلي دافعو عليه وحتي يكون فاسد. هذي سمحلي. راحت دزاير في تشكوبي. املا صحاب الغرب تاني يتقودو. كي يحكمو سعيد بوتفليقة.  اعطيني احتكار زيت وسكر لمدة 20 سنة ندخلهم وحدي للجزاير وبامتيازات خاصة وتشوفني اذا منجحتش. وتشوف اذا مخدمتش 5 ملايين جزائري.  خلونا. متماسكين. وحافظو علي وحدة حراك. وامبعد كي نطهرو البلاد مليح. يتحاسبو محاسبة تع الصح,1
"القبائل هي عميروش  وكريم بلقاسم  وعبان رمضان""",0
اعطيني المواصفات تاع هاذي وعرضها وطولها والسعر من فظلكم,0
amir fr يتطاول على الشرفاء وهو باع شرفه وشرف الجزائرلفرنسا,1
المسؤولين دايرين كرعيهم في البلاد و  انتم زعما تخوفوا في الشعب بلي كاين ايادي خارجية و و و .......يااو يخوفو فينا زعما,0
Zailla ,1
رأيك التافه'-',1
"قلنا  تبون امزور  جابوه العسكر  
يستقيل  يعني  استولى على المنصب بقوة العسكر",1
تفكر مول المازدا وتوسيع المشروع,1
روح تعطي أنت وماجر ويدكم على على زبي وتحية لكل اللاعبين القدماء,1
نتوما مزالكم في ذمم و بيلايك مرعوبة,0
خاين تفوووووه تاع فتنة كلب,1
خنازير,0
اللهم امين يارب العالمين ......اللهم صل وسلم وبارك على سيدنا محمد وعلى آله وصحبه ومن والاه الي يوم الدين,0
ههههههههههههه فريت اوملات بالبيض .يخي كافي,1
اه يا خاينين,1
الله لاتربحكم,1
روح تعطي يا بوحنيكة انت والنقوشة لراهم معاك من بن شيخ حتى للنقش آشيو,1
من فضلكم هل يوجد في ولايه عين الدفلي و اين,0
"جواب بريئ🤔""",0
معكم عادل بوشارب من ولاية المسيلة,0
Mohamed Mehena كانوا ينادون بإسقاط الجيش ثم رددوا مخابرات إرهابية ثم قالوا أن الشرطة تغتصب الاطفال !! ألم يعي بعض المغيبون إلى ما يهدفون؟؟؟,0
العفو و فيك باركة,0
ربي يحفظك يا  اخي الكريم كلام يضرب في القلب خليو رجل مريض يا المافيا,1
اللهم امين يارب العالمين,0
المشكل ماشي فيكم المشكل في الشوروم تاع الأربعاء,0
هل هناك منصاب عمل ,0
كي تشوف نيرمو مابوني نوميديا لزول تفهم بوكو دشوز 😂,0
الاحرار في كل مكان او متخافش عليهم,0
بهاد الحال ڤاع الدزاير تخرج,0
نقوشة كثر من لقحاب يخي حالة يخي,1
انا السيد بن ابراهيم احمد من ولاية ادارار,0
التسرب المدرسي,0
حرجتني هذه الرسالة فاعذرني ان احرجتك.. والله ما قدرت اهرب منها....,0
اللهم اطلف بعبادك,0
Had el hmar ma bghach yn3al chitan yhawess ydir el fitna bess,1
والله لن يهدأ لك بال حتى ترى الجزائر غارقة فى الدماء لعنة الله عليك ياحركي,1
تبيعو بالتقسيط,0
حسبينا ونعم الوكيل فيمن نامنوا البلاد راحت,0
بصحتك ربي يوفقك ويحفضك,0
Yadharli enta men group ta3 OMG wala me jma3et 5oyti 5oyti 🙄mamido,1
ههههههههه لالا فريت اوملات بالخرشف يا خي بغل يخي,1
كم ثمن الطباخة من فضلكم,0
G3rtha ki jbat lballon ya zebi Nsiporti CRB ou mantb3ch lokhr,1
حاشا الشيطان,0
هههههه نتا مضلوم اسي ربراب من أين لك هذا معليش والله تتحاسبو عليها قااع اولاد فرنسا,1
بصحته الخبر مهما يكون,0
  انا اتكلم عن نفسي,0
اللهم امين يارب العالمين,0
راهم يضربوا على حقهم ماشي حق الجزائر,0
هدا بالاس كنت حاسبتو اوتال وبرك جامي درت فبالي بلي فيه هدا الشي .ربي يقدر ويكون معا كل واحد حاب يوقف في وجه الرذيلة .وربي يهدي المسؤولين تاع الولاية باه يعلنو قرار الغلق .والله يهدي شبابنا وشاباتنا اللي ولاو يمارسو  الدعارة جهرا وسرا,1
أصبحت أغلبية الجزائريين مجاهدين بدون حرب: التعليم، الصحة، الأمن، الجيش، الخ... سؤال هل هناك من عمل مجاني لبلاده؟ شعب اناني و طماع. إقامة جمهورية ديمقراطية جديدة هي التي ستحكم بالعدل و كل جزائري ياخذ حقه.,1
"Machba3touch del ya zah rouhou choufou nas kifach 3aycha wentouma mazalkoum dirou fel fitna 
Rahou mat khelou radjel f qbar ta3o",1
الجيش الفرنسي الجزائري سوف يخرج رغم انفكم,0
نداء الى الشعب الجزائري  اذا كل واحد راح يتضامن مع مشتبه به في قضايا الفساد باسم الجهوية يعني أن الحراك الشعبي الوطني لا فائدة منه  ماشي لقبايل  يغيضهم الحال على أسعد ربراب وعلي حداد  بدافع الجهوية و العرق و القسنطينين على السلال لانو قسنطيني ولعنانبة و سوافة على طليبة لانو ينتمي لهم و بوشوارب من عين الكرشة و شكيب خليل من تلمسان وووووووووووووووووو الخ   لي دار يخلص و لكان مسرحية رام شاركو فيها و يستماو خانوا الشعب الجزائري و لكان صح محاكمة و رام متهمين بالتورط في الفساد لي دار يخلص  بركاو من النفاق يا شعب النفاق,0
فريت اوملات بالبيض ههههههه حمار,1
Sar9ohalk,0
  اكيد  ربراب  عندو شركات   في الجزائر   وحداد  عندو شركات  في امريكا  الاول  يبني فلبلاد والثاني يسرق فلبلاد,1
اعطوني حل,0
الجزائري الذي تكسب قوتك بالحلال ماتخليش ربراب ياكلك تعبك بسهولة فهو يمص دمك و يأكل رزق أولادك,1
كلش مبروك وديما عڨابهم 🦅,0
هههه زعمة دخلو للجنة هههه والله مصيرهم الطرد او السجن او عيش بمذلة فالاوضاع اليوم تبدلت ونضرة الاوروبين للمهاجرين تغيرة واصبحت عدائية,1
المهم فزنا على الفرق القويا مثل غمبيا والمغرب والكاميرون,0
راك نسيت بوتبون,1
حمد الله معندي حتا وحدا منهم,0
ماهو ؟,0
دولة عسكرية,0
تحيا.ربراب,0
ربي يحفضك خويا لعزيز  ولف مبروك,0
@user هههههه حتى هذي بنت بلادك ههههه بصح علابالي تحبها كيما انت سامبل و تشتي الخير للناس المهم نقولك تحب صورتك… @user,0
نيك مك يا رضا سيتي 16  لوكان قعدت فالحبس ماشي خير وخير اوموا نشوفوا جزء ثاني,1
@user انا كنت علابالي,0
الي حب الدل ايسلطو عليه .بوصبع لزرق حب هكا,1
"عندك الصح هوما لي خرجو على المغرب بالعنصرية تاعهم أصلا هم أقل من 5 ملايين 
علما أن العالم يتكون من 7869976125 شخص",0
راك نسيت مدرتش فوطو تاع ختك!,1
"الطالب الزوافي لي كان يعبد في"" الكادر ""و الشعب حب ياكلو بالفرشيطة  و حاسب روحو غاندي... وجوه الكذب و النفاق",1
البناء 2,0
اتقي مولاك,0
ههههههه المازدا........... 🖕🖕🖕🖕,1
بوصبع قهرته الحقيقة اختفى في هذا المنشور,1
هل لديكم نقطة بيع في حاسي مسعود اريد شراء غسالة من فظلك,0
N3bad lah mais nl3ab w nsiborti wach nhab,0
وليد موسى او هنا ؟⁦,0
مخابرات ارهابية تسقط المافيا العسكرية ,0
Anta 3andak 57 3amrak hadar 30 3am hadi hayat rak fiha rir achkil madir walou bi idni allah,0
al hjon yeMak amis n 4:00 n sveh nal hjon yemathwen ayaraven ayibatar,1
  منتجات الدشرة يبغوها ويشربو معاها,0
يخااااه لكفر راهو داير حالة هنا الله يسترنا كنت حنرقد وشداني نشوف يرحم باباكم مجوش معانا ل ،  2021_😱,1
ههههه هده هي طبيعتهم الحقيقية ...حتى ماماهم فرنسا كي دخلت تخلعوا فيها هكدا وركعوالها.... ,1
نعبد ربي سبحانو 😉,0
مكاش,0
الله لا تربحهم خلاو كامل السراقين وحبسو ربراب,1
أمين واياكم اجمعين,0
مفهمتش الجزائر و ين ريحا بينا,0
من فضلكم فيدوني بفيديو لتشغيل هده الالة,0
ألف مبروك لإبن الجزائر 🇩🇿,0
مدمن ربي يهديك ,1
البس و استر صوالحك نتا امبعد ساهل هادا ادا كنت راجل .,1
نصيبورتي حتشون يماك   ,1
في تقدم مستمر,0
@user مزية لي خبرتونا دوك ندو سني بقلاوة ونروحو نحمدوا 😐,0
هداهو قواد فرنسا,1
نتي باه تحكي على امير بوخرص احكي على العصابات لي خلاو لبلاد علاه هوا لي سرق الاف المليارات هوا حراق يدبر في راسو .وانتي واش كلاك موضوع تافه.كي مولاتو بعد,1
ربي ينصرك حبيبتي ،و يرجعلك حقك ،ويفرح قلبك يا عزيزة روحي و قلبي نحبك بزاف,1
معندي ما سالك,0
واش تفكرت مغامراتك ههه ولا حسيت في بلاصتو ,0
ومادا عن ضحاية الارهاب   المحورية والمنبزدة,0
تحيا جياسكا و معطوب  و لكوست خطني ,0
فعلا كنتم اكثر صهيونية ... تغلقون الحدود مع ملايين المسلمين من اجل الاف من الاشتراكيين ... والان تشتكون ,0
اتربوا اللهم اخرج الصعاليك من الفيسبوك اللهم شل ايديهم عن كتابة الشر,1
الهدرة برك,0
انا نفوتي علا رقم 1,0
Les kabyles harbin bzzzzzzzzf ,0
Ki ji choufe swalah kbare jamais ma chathom.ya chmata DRS CMI radi ywaklouke ril tmar.bla alfaa,1
ارض,0
أمييين يارب العالمين.,0
 Wali nako khtak nsithom,1
نيكحتشونيماك ياولد القحبة,1
السلام عليكم . كاش ما كاين تخفيضات في لشهر رمضان,0
هذه البداية مزال مزال,0
مهما اصفك بابشع العبارات منلقاش الوصف اللائق لوجهك وتفكيرك واهدافك الخبيثة لكن حسبي الله ونعم الوكيل فيك,1
مسيلمة الكذاب,1
كام سعر غسلة الاواني,0
بقداه الطباخة من فضلك,0
.خروح عمال ربراب قد يكون أمرا مقبولا اما خروج ناس تيزي وزو لا تربطهم بربراب إلى العنصرية  والعرقية فهذا أمر مرفوض ويعبر عن انحطاط كبير في سلم القيم.,1
هل استخبارات امريكا تحذر ام تحظر؟ لانه من المعروف عن الاستخبارات انها تحظر للكوارث و تبحث عمن ينفذ,0
وانت واش قودك كلاتك نعرفو نحسبو ايا قود طير زعما انت تحوس على الخير ياخي جرذ,1
رانا حا ندخلو ف 2021 و مزالها تڨزيزتي لودو و زيد راه يكلاشي فالناس ههه,1
